id,station_id,time_id,date,hour,passenger_count
96,16,2,2025-03-01,1,1943
97,17,2,2025-03-01,1,1341
98,18,2,2025-03-01,1,2318
99,19,2,2025-03-01,1,1086
100,20,2,2025-03-01,1,1003
101,21,2,2025-03-01,1,1899
102,22,2,2025-03-01,1,411
103,23,2,2025-03-01,1,1202
104,24,2,2025-03-01,1,710
105,25,2,2025-03-01,1,517
106,26,2,2025-03-01,1,581
107,27,2,2025-03-01,1,1494
108,28,2,2025-03-01,1,478
109,29,2,2025-03-01,1,2249
110,30,2,2025-03-01,1,582
111,31,2,2025-03-01,1,1681
112,32,2,2025-03-01,1,1180
113,33,2,2025-03-01,1,1398
114,34,2,2025-03-01,1,1091
115,35,2,2025-03-01,1,786
116,36,2,2025-03-01,1,2152
117,37,2,2025-03-01,1,1684
118,38,2,2025-03-01,1,969
119,39,2,2025-03-01,1,1023
120,40,2,2025-03-01,1,1188
121,41,2,2025-03-01,1,2054
122,42,2,2025-03-01,1,1596
123,43,2,2025-03-01,1,304
124,44,2,2025-03-01,1,1398
125,45,2,2025-03-01,1,763
126,46,2,2025-03-01,1,736
127,47,2,2025-03-01,1,294
128,48,2,2025-03-01,1,724
129,49,2,2025-03-01,1,2946
130,50,2,2025-03-01,1,3201
131,51,2,2025-03-01,1,1254
132,52,2,2025-03-01,1,1711
133,53,2,2025-03-01,1,1115
134,54,2,2025-03-01,1,1037
135,55,2,2025-03-01,1,814
136,56,2,2025-03-01,1,447
137,57,2,2025-03-01,1,1386
138,58,2,2025-03-01,1,2339
139,59,2,2025-03-01,1,779
140,60,2,2025-03-01,1,1295
141,61,2,2025-03-01,1,1646
142,62,2,2025-03-01,1,1087
143,63,2,2025-03-01,1,963
144,64,2,2025-03-01,1,1616
145,65,2,2025-03-01,1,1025
146,66,2,2025-03-01,1,1238
147,67,2,2025-03-01,1,1880
148,68,2,2025-03-01,1,1681
149,69,2,2025-03-01,1,1009
150,70,2,2025-03-01,1,2470
151,71,2,2025-03-01,1,1457
152,72,2,2025-03-01,1,1031
153,73,2,2025-03-01,1,388
154,74,2,2025-03-01,1,373
155,75,2,2025-03-01,1,1087
156,76,2,2025-03-01,1,1133
157,77,2,2025-03-01,1,6644
158,78,2,2025-03-01,1,7233
159,79,2,2025-03-01,1,5883
160,80,2,2025-03-01,1,5861
161,1,3,2025-03-01,2,752
162,2,3,2025-03-01,2,466
163,3,3,2025-03-01,2,1544
164,4,3,2025-03-01,2,366
165,5,3,2025-03-01,2,445
166,6,3,2025-03-01,2,628
167,7,3,2025-03-01,2,343
168,8,3,2025-03-01,2,205
169,9,3,2025-03-01,2,268
170,10,3,2025-03-01,2,291
171,11,3,2025-03-01,2,2233
172,12,3,2025-03-01,2,844
173,13,3,2025-03-01,2,1766
174,14,3,2025-03-01,2,865
175,15,3,2025-03-01,2,1724
176,16,3,2025-03-01,2,1644
177,17,3,2025-03-01,2,2451
178,18,3,2025-03-01,2,1416
179,19,3,2025-03-01,2,2011
180,20,3,2025-03-01,2,2181
181,21,3,2025-03-01,2,2466
182,22,3,2025-03-01,2,832
183,23,3,2025-03-01,2,786
184,24,3,2025-03-01,2,772
185,25,3,2025-03-01,2,633
186,26,3,2025-03-01,2,830
187,27,3,2025-03-01,2,834
188,28,3,2025-03-01,2,864
189,29,3,2025-03-01,2,1994
190,30,3,2025-03-01,2,702
191,31,3,2025-03-01,2,1313
192,32,3,2025-03-01,2,1155
193,33,3,2025-03-01,2,1845
194,34,3,2025-03-01,2,503
195,35,3,2025-03-01,2,1039
196,36,3,2025-03-01,2,1574
197,37,3,2025-03-01,2,1390
198,38,3,2025-03-01,2,3954
199,39,3,2025-03-01,2,962
200,40,3,2025-03-01,2,1915
201,41,3,2025-03-01,2,2219
202,42,3,2025-03-01,2,2128
203,43,3,2025-03-01,2,1177
204,44,3,2025-03-01,2,1310
205,45,3,2025-03-01,2,1509
206,46,3,2025-03-01,2,983
207,47,3,2025-03-01,2,689
208,48,3,2025-03-01,2,1079
209,49,3,2025-03-01,2,2413
210,50,3,2025-03-01,2,2843
211,51,3,2025-03-01,2,516
212,52,3,2025-03-01,2,1881
213,53,3,2025-03-01,2,871
214,54,3,2025-03-01,2,774
215,55,3,2025-03-01,2,2063
216,56,3,2025-03-01,2,941
217,57,3,2025-03-01,2,818
218,58,3,2025-03-01,2,2756
219,59,3,2025-03-01,2,1133
220,60,3,2025-03-01,2,1113
221,61,3,2025-03-01,2,1471
222,62,3,2025-03-01,2,1305
223,63,3,2025-03-01,2,1717
224,64,3,2025-03-01,2,2179
225,65,3,2025-03-01,2,984
226,66,3,2025-03-01,2,1372
227,67,3,2025-03-01,2,2116
228,68,3,2025-03-01,2,2094
229,69,3,2025-03-01,2,1349
230,70,3,2025-03-01,2,1311
231,71,3,2025-03-01,2,1066
232,72,3,2025-03-01,2,2070
233,73,3,2025-03-01,2,772
234,74,3,2025-03-01,2,654
235,75,3,2025-03-01,2,755
236,76,3,2025-03-01,2,1425
237,77,3,2025-03-01,2,7269
238,78,3,2025-03-01,2,7468
239,79,3,2025-03-01,2,6050
240,80,3,2025-03-01,2,4615
241,1,4,2025-03-01,3,715
242,2,4,2025-03-01,3,356
243,3,4,2025-03-01,3,1211
244,4,4,2025-03-01,3,204
245,5,4,2025-03-01,3,463
246,6,4,2025-03-01,3,460
247,7,4,2025-03-01,3,189
248,8,4,2025-03-01,3,325
249,9,4,2025-03-01,3,566
250,10,4,2025-03-01,3,431
251,11,4,2025-03-01,3,2128
252,12,4,2025-03-01,3,1122
253,13,4,2025-03-01,3,1471
254,14,4,2025-03-01,3,510
255,15,4,2025-03-01,3,544
256,16,4,2025-03-01,3,1202
257,17,4,2025-03-01,3,676
258,18,4,2025-03-01,3,1702
259,19,4,2025-03-01,3,1671
260,20,4,2025-03-01,3,2506
261,21,4,2025-03-01,3,1462
262,22,4,2025-03-01,3,358
263,23,4,2025-03-01,3,735
264,24,4,2025-03-01,3,669
265,25,4,2025-03-01,3,714
266,26,4,2025-03-01,3,868
267,27,4,2025-03-01,3,1216
268,28,4,2025-03-01,3,914
269,29,4,2025-03-01,3,1662
270,30,4,2025-03-01,3,487
271,31,4,2025-03-01,3,1268
272,32,4,2025-03-01,3,1024
273,33,4,2025-03-01,3,2055
274,34,4,2025-03-01,3,554
275,35,4,2025-03-01,3,905
276,36,4,2025-03-01,3,2432
277,37,4,2025-03-01,3,1634
278,38,4,2025-03-01,3,2924
279,39,4,2025-03-01,3,1164
280,40,4,2025-03-01,3,2134
281,41,4,2025-03-01,3,2625
282,42,4,2025-03-01,3,1559
283,43,4,2025-03-01,3,768
284,44,4,2025-03-01,3,701
285,45,4,2025-03-01,3,1211
286,46,4,2025-03-01,3,710
287,47,4,2025-03-01,3,858
288,48,4,2025-03-01,3,518
289,49,4,2025-03-01,3,2330
290,50,4,2025-03-01,3,2199
291,51,4,2025-03-01,3,769
292,52,4,2025-03-01,3,2416
293,53,4,2025-03-01,3,46
294,54,4,2025-03-01,3,1137
295,55,4,2025-03-01,3,1965
296,56,4,2025-03-01,3,368
297,57,4,2025-03-01,3,1515
298,58,4,2025-03-01,3,2407
299,59,4,2025-03-01,3,829
300,60,4,2025-03-01,3,1063
301,61,4,2025-03-01,3,939
302,62,4,2025-03-01,3,1369
303,63,4,2025-03-01,3,1006
304,64,4,2025-03-01,3,2917
305,65,4,2025-03-01,3,689
306,66,4,2025-03-01,3,1547
307,67,4,2025-03-01,3,2459
308,68,4,2025-03-01,3,1817
309,69,4,2025-03-01,3,923
310,70,4,2025-03-01,3,1782
311,71,4,2025-03-01,3,1616
312,72,4,2025-03-01,3,1654
313,73,4,2025-03-01,3,1048
314,74,4,2025-03-01,3,766
315,75,4,2025-03-01,3,782
316,76,4,2025-03-01,3,932
317,77,4,2025-03-01,3,8530
318,78,4,2025-03-01,3,7899
319,79,4,2025-03-01,3,5807
320,80,4,2025-03-01,3,6070
321,1,5,2025-03-01,4,354
322,2,5,2025-03-01,4,413
323,3,5,2025-03-01,4,797
324,4,5,2025-03-01,4,201
325,5,5,2025-03-01,4,163
326,6,5,2025-03-01,4,443
327,7,5,2025-03-01,4,268
328,8,5,2025-03-01,4,195
329,9,5,2025-03-01,4,264
330,10,5,2025-03-01,4,121
331,11,5,2025-03-01,4,1622
332,12,5,2025-03-01,4,882
333,13,5,2025-03-01,4,1049
334,14,5,2025-03-01,4,917
335,15,5,2025-03-01,4,172
336,16,5,2025-03-01,4,1115
337,17,5,2025-03-01,4,2342
338,18,5,2025-03-01,4,1627
339,19,5,2025-03-01,4,1212
340,20,5,2025-03-01,4,1239
341,21,5,2025-03-01,4,750
342,22,5,2025-03-01,4,472
343,23,5,2025-03-01,4,1237
344,24,5,2025-03-01,4,424
345,25,5,2025-03-01,4,430
346,26,5,2025-03-01,4,439
347,27,5,2025-03-01,4,457
348,28,5,2025-03-01,4,1051
349,29,5,2025-03-01,4,885
350,30,5,2025-03-01,4,1057
351,31,5,2025-03-01,4,340
352,32,5,2025-03-01,4,414
353,33,5,2025-03-01,4,1428
354,34,5,2025-03-01,4,764
355,35,5,2025-03-01,4,414
356,36,5,2025-03-01,4,1528
357,37,5,2025-03-01,4,1365
358,38,5,2025-03-01,4,2671
359,39,5,2025-03-01,4,691
360,40,5,2025-03-01,4,2326
361,41,5,2025-03-01,4,1870
362,42,5,2025-03-01,4,847
363,43,5,2025-03-01,4,747
364,44,5,2025-03-01,4,1319
365,45,5,2025-03-01,4,499
366,46,5,2025-03-01,4,408
367,47,5,2025-03-01,4,770
368,48,5,2025-03-01,4,1412
369,49,5,2025-03-01,4,2155
370,50,5,2025-03-01,4,1732
371,51,5,2025-03-01,4,688
372,52,5,2025-03-01,4,1328
373,53,5,2025-03-01,4,492
374,54,5,2025-03-01,4,98
375,55,5,2025-03-01,4,2032
376,56,5,2025-03-01,4,488
377,57,5,2025-03-01,4,897
378,58,5,2025-03-01,4,1427
379,59,5,2025-03-01,4,650
380,60,5,2025-03-01,4,829
381,61,5,2025-03-01,4,1545
382,62,5,2025-03-01,4,977
383,63,5,2025-03-01,4,689
384,64,5,2025-03-01,4,1868
385,65,5,2025-03-01,4,413
386,66,5,2025-03-01,4,1325
387,67,5,2025-03-01,4,307
388,68,5,2025-03-01,4,1886
389,69,5,2025-03-01,4,800
390,70,5,2025-03-01,4,726
391,71,5,2025-03-01,4,1334
392,72,5,2025-03-01,4,1378
393,73,5,2025-03-01,4,528
394,74,5,2025-03-01,4,873
395,75,5,2025-03-01,4,338
396,76,5,2025-03-01,4,698
397,77,5,2025-03-01,4,4443
398,78,5,2025-03-01,4,4625
399,79,5,2025-03-01,4,5030
400,80,5,2025-03-01,4,3270
401,1,6,2025-03-01,5,659
402,2,6,2025-03-01,5,226
403,3,6,2025-03-01,5,900
404,4,6,2025-03-01,5,362
405,5,6,2025-03-01,5,473
406,6,6,2025-03-01,5,445
407,7,6,2025-03-01,5,159
408,8,6,2025-03-01,5,241
409,9,6,2025-03-01,5,459
410,10,6,2025-03-01,5,111
411,11,6,2025-03-01,5,1876
412,12,6,2025-03-01,5,1186
413,13,6,2025-03-01,5,1800
414,14,6,2025-03-01,5,436
415,15,6,2025-03-01,5,1031
416,16,6,2025-03-01,5,1433
417,17,6,2025-03-01,5,1217
418,18,6,2025-03-01,5,1314
419,19,6,2025-03-01,5,1522
420,20,6,2025-03-01,5,1491
421,21,6,2025-03-01,5,1299
422,22,6,2025-03-01,5,890
423,23,6,2025-03-01,5,863
424,24,6,2025-03-01,5,315
425,25,6,2025-03-01,5,454
426,26,6,2025-03-01,5,1136
427,27,6,2025-03-01,5,1081
428,28,6,2025-03-01,5,606
429,29,6,2025-03-01,5,1137
430,30,6,2025-03-01,5,445
431,31,6,2025-03-01,5,1322
432,32,6,2025-03-01,5,987
433,33,6,2025-03-01,5,1598
434,34,6,2025-03-01,5,610
435,35,6,2025-03-01,5,739
436,36,6,2025-03-01,5,1264
437,37,6,2025-03-01,5,1656
438,38,6,2025-03-01,5,2924
439,39,6,2025-03-01,5,1189
440,40,6,2025-03-01,5,1145
441,41,6,2025-03-01,5,2551
442,42,6,2025-03-01,5,1715
443,43,6,2025-03-01,5,852
444,44,6,2025-03-01,5,1243
445,45,6,2025-03-01,5,388
446,46,6,2025-03-01,5,701
447,47,6,2025-03-01,5,931
448,48,6,2025-03-01,5,1421
449,49,6,2025-03-01,5,1854
450,50,6,2025-03-01,5,1783
451,51,6,2025-03-01,5,469
452,52,6,2025-03-01,5,1615
453,53,6,2025-03-01,5,374
454,54,6,2025-03-01,5,543
455,55,6,2025-03-01,5,1515
456,56,6,2025-03-01,5,364
457,57,6,2025-03-01,5,1419
458,58,6,2025-03-01,5,1957
459,59,6,2025-03-01,5,654
460,60,6,2025-03-01,5,687
461,61,6,2025-03-01,5,1223
462,62,6,2025-03-01,5,1563
463,63,6,2025-03-01,5,1263
464,64,6,2025-03-01,5,2922
465,65,6,2025-03-01,5,453
466,66,6,2025-03-01,5,1100
467,67,6,2025-03-01,5,1541
468,68,6,2025-03-01,5,1386
469,69,6,2025-03-01,5,799
470,70,6,2025-03-01,5,1095
471,71,6,2025-03-01,5,1434
472,72,6,2025-03-01,5,2021
473,73,6,2025-03-01,5,730
474,74,6,2025-03-01,5,483
475,75,6,2025-03-01,5,720
476,76,6,2025-03-01,5,815
477,77,6,2025-03-01,5,6379
478,78,6,2025-03-01,5,7265
479,79,6,2025-03-01,5,5537
480,80,6,2025-03-01,5,4911
481,1,7,2025-03-01,6,1825
482,2,7,2025-03-01,6,1511
483,3,7,2025-03-01,6,4280
484,4,7,2025-03-01,6,1029
485,5,7,2025-03-01,6,1551
486,6,7,2025-03-01,6,1603
487,7,7,2025-03-01,6,928
488,8,7,2025-03-01,6,774
489,9,7,2025-03-01,6,1272
490,10,7,2025-03-01,6,951
491,11,7,2025-03-01,6,4930
492,12,7,2025-03-01,6,3297
493,13,7,2025-03-01,6,3881
494,14,7,2025-03-01,6,2453
495,15,7,2025-03-01,6,3133
496,16,7,2025-03-01,6,5002
497,17,7,2025-03-01,6,5554
498,18,7,2025-03-01,6,5256
499,19,7,2025-03-01,6,4675
500,20,7,2025-03-01,6,5062
501,21,7,2025-03-01,6,4532
502,22,7,2025-03-01,6,2273
503,23,7,2025-03-01,6,3164
504,24,7,2025-03-01,6,1801
505,25,7,2025-03-01,6,1938
506,26,7,2025-03-01,6,2576
507,27,7,2025-03-01,6,3400
508,28,7,2025-03-01,6,2618
509,29,7,2025-03-01,6,4768
510,30,7,2025-03-01,6,2602
511,31,7,2025-03-01,6,3778
512,32,7,2025-03-01,6,2640
513,33,7,2025-03-01,6,5447
514,34,7,2025-03-01,6,2486
515,35,7,2025-03-01,6,2210
516,36,7,2025-03-01,6,6653
517,37,7,2025-03-01,6,4829
518,38,7,2025-03-01,6,10005
519,39,7,2025-03-01,6,3959
520,40,7,2025-03-01,6,6143
521,41,7,2025-03-01,6,6741
522,42,7,2025-03-01,6,5624
523,43,7,2025-03-01,6,3595
524,44,7,2025-03-01,6,4285
525,45,7,2025-03-01,6,3049
526,46,7,2025-03-01,6,2268
527,47,7,2025-03-01,6,1905
528,48,7,2025-03-01,6,3760
529,49,7,2025-03-01,6,6749
530,50,7,2025-03-01,6,7541
531,51,7,2025-03-01,6,2341
532,52,7,2025-03-01,6,3568
533,53,7,2025-03-01,6,2448
534,54,7,2025-03-01,6,2409
535,55,7,2025-03-01,6,5023
536,56,7,2025-03-01,6,2954
537,57,7,2025-03-01,6,3493
538,58,7,2025-03-01,6,5712
539,59,7,2025-03-01,6,2719
540,60,7,2025-03-01,6,3831
541,61,7,2025-03-01,6,3873
542,62,7,2025-03-01,6,5028
543,63,7,2025-03-01,6,3874
544,64,7,2025-03-01,6,5935
545,65,7,2025-03-01,6,2074
546,66,7,2025-03-01,6,3935
547,67,7,2025-03-01,6,5292
548,68,7,2025-03-01,6,5292
549,69,7,2025-03-01,6,3089
550,70,7,2025-03-01,6,5192
551,71,7,2025-03-01,6,3672
552,72,7,2025-03-01,6,4537
553,73,7,2025-03-01,6,2706
554,74,7,2025-03-01,6,1741
555,75,7,2025-03-01,6,2091
556,76,7,2025-03-01,6,3788
557,77,7,2025-03-01,6,22837
558,78,7,2025-03-01,6,22507
559,79,7,2025-03-01,6,17559
560,80,7,2025-03-01,6,18048
561,1,8,2025-03-01,7,2213
562,2,8,2025-03-01,7,1341
563,3,8,2025-03-01,7,5026
564,4,8,2025-03-01,7,1092
565,5,8,2025-03-01,7,1764
566,6,8,2025-03-01,7,1935
567,7,8,2025-03-01,7,1408
568,8,8,2025-03-01,7,812
569,9,8,2025-03-01,7,1513
570,10,8,2025-03-01,7,1089
571,11,8,2025-03-01,7,7281
572,12,8,2025-03-01,7,4018
573,13,8,2025-03-01,7,4484
574,14,8,2025-03-01,7,2696
575,15,8,2025-03-01,7,3907
576,16,8,2025-03-01,7,5926
577,17,8,2025-03-01,7,6578
578,18,8,2025-03-01,7,6251
579,19,8,2025-03-01,7,5951
580,20,8,2025-03-01,7,6582
581,21,8,2025-03-01,7,5749
582,22,8,2025-03-01,7,2687
583,23,8,2025-03-01,7,3020
584,24,8,2025-03-01,7,2344
585,25,8,2025-03-01,7,2183
586,26,8,2025-03-01,7,2896
587,27,8,2025-03-01,7,3311
588,28,8,2025-03-01,7,3054
589,29,8,2025-03-01,7,5730
590,30,8,2025-03-01,7,2460
591,31,8,2025-03-01,7,3992
592,32,8,2025-03-01,7,3233
593,33,8,2025-03-01,7,5992
594,34,8,2025-03-01,7,2795
595,35,8,2025-03-01,7,2395
596,36,8,2025-03-01,7,6344
597,37,8,2025-03-01,7,5915
598,38,8,2025-03-01,7,12620
599,39,8,2025-03-01,7,3664
600,40,8,2025-03-01,7,7915
601,41,8,2025-03-01,7,8332
602,42,8,2025-03-01,7,6213
603,43,8,2025-03-01,7,3527
604,44,8,2025-03-01,7,4677
605,45,8,2025-03-01,7,3412
606,46,8,2025-03-01,7,2797
607,47,8,2025-03-01,7,2205
608,48,8,2025-03-01,7,4578
609,49,8,2025-03-01,7,7922
610,50,8,2025-03-01,7,8439
611,51,8,2025-03-01,7,3143
612,52,8,2025-03-01,7,4893
613,53,8,2025-03-01,7,2864
614,54,8,2025-03-01,7,2216
615,55,8,2025-03-01,7,5283
616,56,8,2025-03-01,7,3058
617,57,8,2025-03-01,7,4082
618,58,8,2025-03-01,7,6640
619,59,8,2025-03-01,7,2620
620,60,8,2025-03-01,7,4517
621,61,8,2025-03-01,7,5483
622,62,8,2025-03-01,7,6217
623,63,8,2025-03-01,7,4272
624,64,8,2025-03-01,7,8412
625,65,8,2025-03-01,7,3055
626,66,8,2025-03-01,7,4924
627,67,8,2025-03-01,7,6854
628,68,8,2025-03-01,7,6815
629,69,8,2025-03-01,7,3413
630,70,8,2025-03-01,7,5871
631,71,8,2025-03-01,7,5369
632,72,8,2025-03-01,7,6496
633,73,8,2025-03-01,7,2989
634,74,8,2025-03-01,7,2307
635,75,8,2025-03-01,7,2883
636,76,8,2025-03-01,7,4998
637,77,8,2025-03-01,7,26120
638,78,8,2025-03-01,7,28690
639,79,8,2025-03-01,7,21818
640,80,8,2025-03-01,7,22340
641,1,9,2025-03-01,8,3544
642,2,9,2025-03-01,8,2607
643,3,9,2025-03-01,8,8828
644,4,9,2025-03-01,8,1903
645,5,9,2025-03-01,8,2831
646,6,9,2025-03-01,8,3022
647,7,9,2025-03-01,8,2202
648,8,9,2025-03-01,8,1268
649,9,9,2025-03-01,8,2580
650,10,9,2025-03-01,8,1820
651,11,9,2025-03-01,8,9786
652,12,9,2025-03-01,8,6964
653,13,9,2025-03-01,8,8267
654,14,9,2025-03-01,8,4802
655,15,9,2025-03-01,8,7127
656,16,9,2025-03-01,8,9203
657,17,9,2025-03-01,8,12580
658,18,9,2025-03-01,8,10188
659,19,9,2025-03-01,8,10840
660,20,9,2025-03-01,8,10363
661,21,9,2025-03-01,8,9836
662,22,9,2025-03-01,8,4208
663,23,9,2025-03-01,8,4182
664,24,9,2025-03-01,8,4003
665,25,9,2025-03-01,8,3781
666,26,9,2025-03-01,8,4495
667,27,9,2025-03-01,8,5710
668,28,9,2025-03-01,8,4808
669,29,9,2025-03-01,8,8911
670,30,9,2025-03-01,8,4131
671,31,9,2025-03-01,8,7352
672,32,9,2025-03-01,8,6062
673,33,9,2025-03-01,8,10385
674,34,9,2025-03-01,8,4181
675,35,9,2025-03-01,8,3431
676,36,9,2025-03-01,8,13440
677,37,9,2025-03-01,8,10817
678,38,9,2025-03-01,8,20645
679,39,9,2025-03-01,8,7516
680,40,9,2025-03-01,8,13262
681,41,9,2025-03-01,8,13994
682,42,9,2025-03-01,8,11346
683,43,9,2025-03-01,8,7219
684,44,9,2025-03-01,8,9857
685,45,9,2025-03-01,8,5144
686,46,9,2025-03-01,8,5350
687,47,9,2025-03-01,8,4208
688,48,9,2025-03-01,8,7867
689,49,9,2025-03-01,8,13431
690,50,9,2025-03-01,8,14201
691,51,9,2025-03-01,8,4899
692,52,9,2025-03-01,8,8560
693,53,9,2025-03-01,8,5166
694,54,9,2025-03-01,8,3814
695,55,9,2025-03-01,8,10972
696,56,9,2025-03-01,8,5816
697,57,9,2025-03-01,8,7299
698,58,9,2025-03-01,8,12529
699,59,9,2025-03-01,8,5069
700,60,9,2025-03-01,8,7736
701,61,9,2025-03-01,8,8164
702,62,9,2025-03-01,8,9586
703,63,9,2025-03-01,8,7843
704,64,9,2025-03-01,8,11689
705,65,9,2025-03-01,8,4782
706,66,9,2025-03-01,8,9447
707,67,9,2025-03-01,8,10576
708,68,9,2025-03-01,8,11470
709,69,9,2025-03-01,8,5812
710,70,9,2025-03-01,8,10824
711,71,9,2025-03-01,8,6811
712,72,9,2025-03-01,8,9652
713,73,9,2025-03-01,8,4841
714,74,9,2025-03-01,8,4390
715,75,9,2025-03-01,8,5308
716,76,9,2025-03-01,8,7087
717,77,9,2025-03-01,8,44835
718,78,9,2025-03-01,8,50144
719,79,9,2025-03-01,8,35161
720,80,9,2025-03-01,8,38519
721,1,10,2025-03-01,9,1274
722,2,10,2025-03-01,9,835
723,3,10,2025-03-01,9,3176
724,4,10,2025-03-01,9,754
725,5,10,2025-03-01,9,920
726,6,10,2025-03-01,9,1423
727,7,10,2025-03-01,9,1073
728,8,10,2025-03-01,9,565
729,9,10,2025-03-01,9,836
730,10,10,2025-03-01,9,638
731,11,10,2025-03-01,9,4560
732,12,10,2025-03-01,9,2774
733,13,10,2025-03-01,9,3796
734,14,10,2025-03-01,9,1577
735,15,10,2025-03-01,9,2857
736,16,10,2025-03-01,9,3491
737,17,10,2025-03-01,9,4416
738,18,10,2025-03-01,9,3523
739,19,10,2025-03-01,9,4018
740,20,10,2025-03-01,9,4374
741,21,10,2025-03-01,9,3640
742,22,10,2025-03-01,9,2361
743,23,10,2025-03-01,9,2275
744,24,10,2025-03-01,9,1645
745,25,10,2025-03-01,9,1338
746,26,10,2025-03-01,9,1858
747,27,10,2025-03-01,9,2538
748,28,10,2025-03-01,9,2269
749,29,10,2025-03-01,9,2222
750,30,10,2025-03-01,9,1180
751,31,10,2025-03-01,9,3061
752,32,10,2025-03-01,9,2435
753,33,10,2025-03-01,9,3914
754,34,10,2025-03-01,9,1878
755,35,10,2025-03-01,9,1350
756,36,10,2025-03-01,9,4368
757,37,10,2025-03-01,9,4298
758,38,10,2025-03-01,9,7845
759,39,10,2025-03-01,9,2788
760,40,10,2025-03-01,9,5223
761,41,10,2025-03-01,9,6154
762,42,10,2025-03-01,9,4187
763,43,10,2025-03-01,9,2736
764,44,10,2025-03-01,9,3175
765,45,10,2025-03-01,9,1923
766,46,10,2025-03-01,9,2023
767,47,10,2025-03-01,9,1351
768,48,10,2025-03-01,9,3343
769,49,10,2025-03-01,9,5716
770,50,10,2025-03-01,9,5247
771,51,10,2025-03-01,9,1862
772,52,10,2025-03-01,9,2942
773,53,10,2025-03-01,9,1780
774,54,10,2025-03-01,9,1686
775,55,10,2025-03-01,9,3960
776,56,10,2025-03-01,9,1856
777,57,10,2025-03-01,9,1945
778,58,10,2025-03-01,9,5062
779,59,10,2025-03-01,9,1902
780,60,10,2025-03-01,9,3339
781,61,10,2025-03-01,9,3554
782,62,10,2025-03-01,9,3705
783,63,10,2025-03-01,9,2614
784,64,10,2025-03-01,9,4971
785,65,10,2025-03-01,9,1468
786,66,10,2025-03-01,9,3272
787,67,10,2025-03-01,9,4375
788,68,10,2025-03-01,9,4633
