time_id,datetime,date,year,month,day_of_week,hour,is_weekend,is_friday,period_of_day,is_special,special_label,special_demand_mult,peak_shift_hours
45,2025-03-02 20:00:00,2025-03-02,2025,3,Sunday,20,0,0,offpeak,1,Ramadan,0.9,1
46,2025-03-02 21:00:00,2025-03-02,2025,3,Sunday,21,0,0,offpeak,1,Ramadan,0.9,1
47,2025-03-02 22:00:00,2025-03-02,2025,3,Sunday,22,0,0,offpeak,1,Ramadan,0.9,1
48,2025-03-02 23:00:00,2025-03-02,2025,3,Sunday,23,0,0,offpeak,1,Ramadan,0.9,1
49,2025-03-03 00:00:00,2025-03-03,2025,3,Monday,0,0,0,offpeak,1,Ramadan,0.9,1
50,2025-03-03 01:00:00,2025-03-03,2025,3,Monday,1,0,0,offpeak,1,Ramadan,0.9,1
51,2025-03-03 02:00:00,2025-03-03,2025,3,Monday,2,0,0,offpeak,1,Ramadan,0.9,1
52,2025-03-03 03:00:00,2025-03-03,2025,3,Monday,3,0,0,offpeak,1,Ramadan,0.9,1
53,2025-03-03 04:00:00,2025-03-03,2025,3,Monday,4,0,0,offpeak,1,Ramadan,0.9,1
54,2025-03-03 05:00:00,2025-03-03,2025,3,Monday,5,0,0,offpeak,1,Ramadan,0.9,1
55,2025-03-03 06:00:00,2025-03-03,2025,3,Monday,6,0,0,morning_peak,1,Ramadan,0.9,1
56,2025-03-03 07:00:00,2025-03-03,2025,3,Monday,7,0,0,morning_peak,1,Ramadan,0.9,1
57,2025-03-03 08:00:00,2025-03-03,2025,3,Monday,8,0,0,morning_peak,1,Ramadan,0.9,1
58,2025-03-03 09:00:00,2025-03-03,2025,3,Monday,9,0,0,midday,1,Ramadan,0.9,1
59,2025-03-03 10:00:00,2025-03-03,2025,3,Monday,10,0,0,midday,1,Ramadan,0.9,1
60,2025-03-03 11:00:00,2025-03-03,2025,3,Monday,11,0,0,midday,1,Ramadan,0.9,1
61,2025-03-03 12:00:00,2025-03-03,2025,3,Monday,12,0,0,midday,1,Ramadan,0.9,1
62,2025-03-03 13:00:00,2025-03-03,2025,3,Monday,13,0,0,midday,1,Ramadan,0.9,1
63,2025-03-03 14:00:00,2025-03-03,2025,3,Monday,14,0,0,midday,1,Ramadan,0.9,1
64,2025-03-03 15:00:00,2025-03-03,2025,3,Monday,15,0,0,midday,1,Ramadan,0.9,1
65,2025-03-03 16:00:00,2025-03-03,2025,3,Monday,16,0,0,midday,1,Ramadan,0.9,1
66,2025-03-03 17:00:00,2025-03-03,2025,3,Monday,17,0,0,evening_peak,1,Ramadan,0.9,1
67,2025-03-03 18:00:00,2025-03-03,2025,3,Monday,18,0,0,evening_peak,1,Ramadan,0.9,1
68,2025-03-03 19:00:00,2025-03-03,2025,3,Monday,19,0,0,evening_peak,1,Ramadan,0.9,1
69,2025-03-03 20:00:00,2025-03-03,2025,3,Monday,20,0,0,offpeak,1,Ramadan,0.9,1
70,2025-03-03 21:00:00,2025-03-03,2025,3,Monday,21,0,0,offpeak,1,Ramadan,0.9,1
71,2025-03-03 22:00:00,2025-03-03,2025,3,Monday,22,0,0,offpeak,1,Ramadan,0.9,1
72,2025-03-03 23:00:00,2025-03-03,2025,3,Monday,23,0,0,offpeak,1,Ramadan,0.9,1
73,2025-03-04 00:00:00,2025-03-04,2025,3,Tuesday,0,0,0,offpeak,1,Ramadan,0.9,1
74,2025-03-04 01:00:00,2025-03-04,2025,3,Tuesday,1,0,0,offpeak,1,Ramadan,0.9,1
75,2025-03-04 02:00:00,2025-03-04,2025,3,Tuesday,2,0,0,offpeak,1,Ramadan,0.9,1
76,2025-03-04 03:00:00,2025-03-04,2025,3,Tuesday,3,0,0,offpeak,1,Ramadan,0.9,1
77,2025-03-04 04:00:00,2025-03-04,2025,3,Tuesday,4,0,0,offpeak,1,Ramadan,0.9,1
78,2025-03-04 05:00:00,2025-03-04,2025,3,Tuesday,5,0,0,offpeak,1,Ramadan,0.9,1
79,2025-03-04 06:00:00,2025-03-04,2025,3,Tuesday,6,0,0,morning_peak,1,Ramadan,0.9,1
80,2025-03-04 07:00:00,2025-03-04,2025,3,Tuesday,7,0,0,morning_peak,1,Ramadan,0.9,1
81,2025-03-04 08:00:00,2025-03-04,2025,3,Tuesday,8,0,0,morning_peak,1,Ramadan,0.9,1
82,2025-03-04 09:00:00,2025-03-04,2025,3,Tuesday,9,0,0,midday,1,Ramadan,0.9,1
83,2025-03-04 10:00:00,2025-03-04,2025,3,Tuesday,10,0,0,midday,1,Ramadan,0.9,1
84,2025-03-04 11:00:00,2025-03-04,2025,3,Tuesday,11,0,0,midday,1,Ramadan,0.9,1
85,2025-03-04 12:00:00,2025-03-04,2025,3,Tuesday,12,0,0,midday,1,Ramadan,0.9,1
86,2025-03-04 13:00:00,2025-03-04,2025,3,Tuesday,13,0,0,midday,1,Ramadan,0.9,1
87,2025-03-04 14:00:00,2025-03-04,2025,3,Tuesday,14,0,0,midday,1,Ramadan,0.9,1
88,2025-03-04 15:00:00,2025-03-04,2025,3,Tuesday,15,0,0,midday,1,Ramadan,0.9,1
89,2025-03-04 16:00:00,2025-03-04,2025,3,Tuesday,16,0,0,midday,1,Ramadan,0.9,1
90,2025-03-04 17:00:00,2025-03-04,2025,3,Tuesday,17,0,0,evening_peak,1,Ramadan,0.9,1
91,2025-03-04 18:00:00,2025-03-04,2025,3,Tuesday,18,0,0,evening_peak,1,Ramadan,0.9,1
92,2025-03-04 19:00:00,2025-03-04,2025,3,Tuesday,19,0,0,evening_peak,1,Ramadan,0.9,1
93,2025-03-04 20:00:00,2025-03-04,2025,3,Tuesday,20,0,0,offpeak,1,Ramadan,0.9,1
94,2025-03-04 21:00:00,2025-03-04,2025,3,Tuesday,21,0,0,offpeak,1,Ramadan,0.9,1
95,2025-03-04 22:00:00,2025-03-04,2025,3,Tuesday,22,0,0,offpeak,1,Ramadan,0.9,1
96,2025-03-04 23:00:00,2025-03-04,2025,3,Tuesday,23,0,0,offpeak,1,Ramadan,0.9,1
97,2025-03-05 00:00:00,2025-03-05,2025,3,Wednesday,0,0,0,offpeak,1,Ramadan,0.9,1
98,2025-03-05 01:00:00,2025-03-05,2025,3,Wednesday,1,0,0,offpeak,1,Ramadan,0.9,1
99,2025-03-05 02:00:00,2025-03-05,2025,3,Wednesday,2,0,0,offpeak,1,Ramadan,0.9,1
100,2025-03-05 03:00:00,2025-03-05,2025,3,Wednesday,3,0,0,offpeak,1,Ramadan,0.9,1
101,2025-03-05 04:00:00,2025-03-05,2025,3,Wednesday,4,0,0,offpeak,1,Ramadan,0.9,1
102,2025-03-05 05:00:00,2025-03-05,2025,3,Wednesday,5,0,0,offpeak,1,Ramadan,0.9,1
103,2025-03-05 06:00:00,2025-03-05,2025,3,Wednesday,6,0,0,morning_peak,1,Ramadan,0.9,1
104,2025-03-05 07:00:00,2025-03-05,2025,3,Wednesday,7,0,0,morning_peak,1,Ramadan,0.9,1
105,2025-03-05 08:00:00,2025-03-05,2025,3,Wednesday,8,0,0,morning_peak,1,Ramadan,0.9,1
106,2025-03-05 09:00:00,2025-03-05,2025,3,Wednesday,9,0,0,midday,1,Ramadan,0.9,1
107,2025-03-05 10:00:00,2025-03-05,2025,3,Wednesday,10,0,0,midday,1,Ramadan,0.9,1
108,2025-03-05 11:00:00,2025-03-05,2025,3,Wednesday,11,0,0,midday,1,Ramadan,0.9,1
109,2025-03-05 12:00:00,2025-03-05,2025,3,Wednesday,12,0,0,midday,1,Ramadan,0.9,1
110,2025-03-05 13:00:00,2025-03-05,2025,3,Wednesday,13,0,0,midday,1,Ramadan,0.9,1
111,2025-03-05 14:00:00,2025-03-05,2025,3,Wednesday,14,0,0,midday,1,Ramadan,0.9,1
112,2025-03-05 15:00:00,2025-03-05,2025,3,Wednesday,15,0,0,midday,1,Ramadan,0.9,1
113,2025-03-05 16:00:00,2025-03-05,2025,3,Wednesday,16,0,0,midday,1,Ramadan,0.9,1
114,2025-03-05 17:00:00,2025-03-05,2025,3,Wednesday,17,0,0,evening_peak,1,Ramadan,0.9,1
115,2025-03-05 18:00:00,2025-03-05,2025,3,Wednesday,18,0,0,evening_peak,1,Ramadan,0.9,1
116,2025-03-05 19:00:00,2025-03-05,2025,3,Wednesday,19,0,0,evening_peak,1,Ramadan,0.9,1
117,2025-03-05 20:00:00,2025-03-05,2025,3,Wednesday,20,0,0,offpeak,1,Ramadan,0.9,1
118,2025-03-05 21:00:00,2025-03-05,2025,3,Wednesday,21,0,0,offpeak,1,Ramadan,0.9,1
119,2025-03-05 22:00:00,2025-03-05,2025,3,Wednesday,22,0,0,offpeak,1,Ramadan,0.9,1
120,2025-03-05 23:00:00,2025-03-05,2025,3,Wednesday,23,0,0,offpeak,1,Ramadan,0.9,1
121,2025-03-06 00:00:00,2025-03-06,2025,3,Thursday,0,0,0,offpeak,1,Ramadan,0.9,1
122,2025-03-06 01:00:00,2025-03-06,2025,3,Thursday,1,0,0,offpeak,1,Ramadan,0.9,1
123,2025-03-06 02:00:00,2025-03-06,2025,3,Thursday,2,0,0,offpeak,1,Ramadan,0.9,1
124,2025-03-06 03:00:00,2025-03-06,2025,3,Thursday,3,0,0,offpeak,1,Ramadan,0.9,1
125,2025-03-06 04:00:00,2025-03-06,2025,3,Thursday,4,0,0,offpeak,1,Ramadan,0.9,1
126,2025-03-06 05:00:00,2025-03-06,2025,3,Thursday,5,0,0,offpeak,1,Ramadan,0.9,1
127,2025-03-06 06:00:00,2025-03-06,2025,3,Thursday,6,0,0,morning_peak,1,Ramadan,0.9,1
128,2025-03-06 07:00:00,2025-03-06,2025,3,Thursday,7,0,0,morning_peak,1,Ramadan,0.9,1
129,2025-03-06 08:00:00,2025-03-06,2025,3,Thursday,8,0,0,morning_peak,1,Ramadan,0.9,1
130,2025-03-06 09:00:00,2025-03-06,2025,3,Thursday,9,0,0,midday,1,Ramadan,0.9,1
131,2025-03-06 10:00:00,2025-03-06,2025,3,Thursday,10,0,0,midday,1,Ramadan,0.9,1
132,2025-03-06 11:00:00,2025-03-06,2025,3,Thursday,11,0,0,midday,1,Ramadan,0.9,1
133,2025-03-06 12:00:00,2025-03-06,2025,3,Thursday,12,0,0,midday,1,Ramadan,0.9,1
134,2025-03-06 13:00:00,2025-03-06,2025,3,Thursday,13,0,0,midday,1,Ramadan,0.9,1
135,2025-03-06 14:00:00,2025-03-06,2025,3,Thursday,14,0,0,midday,1,Ramadan,0.9,1
136,2025-03-06 15:00:00,2025-03-06,2025,3,Thursday,15,0,0,midday,1,Ramadan,0.9,1
137,2025-03-06 16:00:00,2025-03-06,2025,3,Thursday,16,0,0,midday,1,Ramadan,0.9,1
138,2025-03-06 17:00:00,2025-03-06,2025,3,Thursday,17,0,0,evening_peak,1,Ramadan,0.9,1
139,2025-03-06 18:00:00,2025-03-06,2025,3,Thursday,18,0,0,evening_peak,1,Ramadan,0.9,1
140,2025-03-06 19:00:00,2025-03-06,2025,3,Thursday,19,0,0,evening_peak,1,Ramadan,0.9,1
141,2025-03-06 20:00:00,2025-03-06,2025,3,Thursday,20,0,0,offpeak,1,Ramadan,0.9,1
142,2025-03-06 21:00:00,2025-03-06,2025,3,Thursday,21,0,0,offpeak,1,Ramadan,0.9,1
143,2025-03-06 22:00:00,2025-03-06,2025,3,Thursday,22,0,0,offpeak,1,Ramadan,0.9,1
144,2025-03-06 23:00:00,2025-03-06,2025,3,Thursday,23,0,0,offpeak,1,Ramadan,0.9,1
145,2025-03-07 00:00:00,2025-03-07,2025,3,Friday,0,1,1,offpeak,1,Ramadan,0.9,1
146,2025-03-07 01:00:00,2025-03-07,2025,3,Friday,1,1,1,offpeak,1,Ramadan,0.9,1
147,2025-03-07 02:00:00,2025-03-07,2025,3,Friday,2,1,1,offpeak,1,Ramadan,0.9,1
148,2025-03-07 03:00:00,2025-03-07,2025,3,Friday,3,1,1,offpeak,1,Ramadan,0.9,1
149,2025-03-07 04:00:00,2025-03-07,2025,3,Friday,4,1,1,offpeak,1,Ramadan,0.9,1
150,2025-03-07 05:00:00,2025-03-07,2025,3,Friday,5,1,1,offpeak,1,Ramadan,0.9,1
151,2025-03-07 06:00:00,2025-03-07,2025,3,Friday,6,1,1,morning_peak,1,Ramadan,0.9,1
152,2025-03-07 07:00:00,2025-03-07,2025,3,Friday,7,1,1,morning_peak,1,Ramadan,0.9,1
153,2025-03-07 08:00:00,2025-03-07,2025,3,Friday,8,1,1,morning_peak,1,Ramadan,0.9,1
154,2025-03-07 09:00:00,2025-03-07,2025,3,Friday,9,1,1,midday,1,Ramadan,0.9,1
155,2025-03-07 10:00:00,2025-03-07,2025,3,Friday,10,1,1,midday,1,Ramadan,0.9,1
156,2025-03-07 11:00:00,2025-03-07,2025,3,Friday,11,1,1,midday,1,Ramadan,0.9,1
157,2025-03-07 12:00:00,2025-03-07,2025,3,Friday,12,1,1,midday,1,Ramadan,0.9,1
158,2025-03-07 13:00:00,2025-03-07,2025,3,Friday,13,1,1,midday,1,Ramadan,0.9,1
159,2025-03-07 14:00:00,2025-03-07,2025,3,Friday,14,1,1,midday,1,Ramadan,0.9,1
160,2025-03-07 15:00:00,2025-03-07,2025,3,Friday,15,1,1,midday,1,Ramadan,0.9,1
161,2025-03-07 16:00:00,2025-03-07,2025,3,Friday,16,1,1,midday,1,Ramadan,0.9,1
162,2025-03-07 17:00:00,2025-03-07,2025,3,Friday,17,1,1,evening_peak,1,Ramadan,0.9,1
163,2025-03-07 18:00:00,2025-03-07,2025,3,Friday,18,1,1,evening_peak,1,Ramadan,0.9,1
164,2025-03-07 19:00:00,2025-03-07,2025,3,Friday,19,1,1,evening_peak,1,Ramadan,0.9,1
165,2025-03-07 20:00:00,2025-03-07,2025,3,Friday,20,1,1,offpeak,1,Ramadan,0.9,1
166,2025-03-07 21:00:00,2025-03-07,2025,3,Friday,21,1,1,offpeak,1,Ramadan,0.9,1
167,2025-03-07 22:00:00,2025-03-07,2025,3,Friday,22,1,1,offpeak,1,Ramadan,0.9,1
168,2025-03-07 23:00:00,2025-03-07,2025,3,Friday,23,1,1,offpeak,1,Ramadan,0.9,1
169,2025-03-08 00:00:00,2025-03-08,2025,3,Saturday,0,1,0,offpeak,1,Ramadan,0.9,1
170,2025-03-08 01:00:00,2025-03-08,2025,3,Saturday,1,1,0,offpeak,1,Ramadan,0.9,1
171,2025-03-08 02:00:00,2025-03-08,2025,3,Saturday,2,1,0,offpeak,1,Ramadan,0.9,1
172,2025-03-08 03:00:00,2025-03-08,2025,3,Saturday,3,1,0,offpeak,1,Ramadan,0.9,1
173,2025-03-08 04:00:00,2025-03-08,2025,3,Saturday,4,1,0,offpeak,1,Ramadan,0.9,1
174,2025-03-08 05:00:00,2025-03-08,2025,3,Saturday,5,1,0,offpeak,1,Ramadan,0.9,1
175,2025-03-08 06:00:00,2025-03-08,2025,3,Saturday,6,1,0,morning_peak,1,Ramadan,0.9,1
176,2025-03-08 07:00:00,2025-03-08,2025,3,Saturday,7,1,0,morning_peak,1,Ramadan,0.9,1
177,2025-03-08 08:00:00,2025-03-08,2025,3,Saturday,8,1,0,morning_peak,1,Ramadan,0.9,1
178,2025-03-08 09:00:00,2025-03-08,2025,3,Saturday,9,1,0,midday,1,Ramadan,0.9,1
179,2025-03-08 10:00:00,2025-03-08,2025,3,Saturday,10,1,0,midday,1,Ramadan,0.9,1
180,2025-03-08 11:00:00,2025-03-08,2025,3,Saturday,11,1,0,midday,1,Ramadan,0.9,1
181,2025-03-08 12:00:00,2025-03-08,2025,3,Saturday,12,1,0,midday,1,Ramadan,0.9,1
182,2025-03-08 13:00:00,2025-03-08,2025,3,Saturday,13,1,0,midday,1,Ramadan,0.9,1
183,2025-03-08 14:00:00,2025-03-08,2025,3,Saturday,14,1,0,midday,1,Ramadan,0.9,1
184,2025-03-08 15:00:00,2025-03-08,2025,3,Saturday,15,1,0,midday,1,Ramadan,0.9,1
185,2025-03-08 16:00:00,2025-03-08,2025,3,Saturday,16,1,0,midday,1,Ramadan,0.9,1
186,2025-03-08 17:00:00,2025-03-08,2025,3,Saturday,17,1,0,evening_peak,1,Ramadan,0.9,1
187,2025-03-08 18:00:00,2025-03-08,2025,3,Saturday,18,1,0,evening_peak,1,Ramadan,0.9,1
188,2025-03-08 19:00:00,2025-03-08,2025,3,Saturday,19,1,0,evening_peak,1,Ramadan,0.9,1
189,2025-03-08 20:00:00,2025-03-08,2025,3,Saturday,20,1,0,offpeak,1,Ramadan,0.9,1
190,2025-03-08 21:00:00,2025-03-08,2025,3,Saturday,21,1,0,offpeak,1,Ramadan,0.9,1
191,2025-03-08 22:00:00,2025-03-08,2025,3,Saturday,22,1,0,offpeak,1,Ramadan,0.9,1
192,2025-03-08 23:00:00,2025-03-08,2025,3,Saturday,23,1,0,offpeak,1,Ramadan,0.9,1
193,2025-03-09 00:00:00,2025-03-09,2025,3,Sunday,0,0,0,offpeak,1,Ramadan,0.9,1
194,2025-03-09 01:00:00,2025-03-09,2025,3,Sunday,1,0,0,offpeak,1,Ramadan,0.9,1
195,2025-03-09 02:00:00,2025-03-09,2025,3,Sunday,2,0,0,offpeak,1,Ramadan,0.9,1
196,2025-03-09 03:00:00,2025-03-09,2025,3,Sunday,3,0,0,offpeak,1,Ramadan,0.9,1
197,2025-03-09 04:00:00,2025-03-09,2025,3,Sunday,4,0,0,offpeak,1,Ramadan,0.9,1
198,2025-03-09 05:00:00,2025-03-09,2025,3,Sunday,5,0,0,offpeak,1,Ramadan,0.9,1
199,2025-03-09 06:00:00,2025-03-09,2025,3,Sunday,6,0,0,morning_peak,1,Ramadan,0.9,1
200,2025-03-09 07:00:00,2025-03-09,2025,3,Sunday,7,0,0,morning_peak,1,Ramadan,0.9,1
201,2025-03-09 08:00:00,2025-03-09,2025,3,Sunday,8,0,0,morning_peak,1,Ramadan,0.9,1
202,2025-03-09 09:00:00,2025-03-09,2025,3,Sunday,9,0,0,midday,1,Ramadan,0.9,1
203,2025-03-09 10:00:00,2025-03-09,2025,3,Sunday,10,0,0,midday,1,Ramadan,0.9,1
204,2025-03-09 11:00:00,2025-03-09,2025,3,Sunday,11,0,0,midday,1,Ramadan,0.9,1
205,2025-03-09 12:00:00,2025-03-09,2025,3,Sunday,12,0,0,midday,1,Ramadan,0.9,1
206,2025-03-09 13:00:00,2025-03-09,2025,3,Sunday,13,0,0,midday,1,Ramadan,0.9,1
207,2025-03-09 14:00:00,2025-03-09,2025,3,Sunday,14,0,0,midday,1,Ramadan,0.9,1
208,2025-03-09 15:00:00,2025-03-09,2025,3,Sunday,15,0,0,midday,1,Ramadan,0.9,1
209,2025-03-09 16:00:00,2025-03-09,2025,3,Sunday,16,0,0,midday,1,Ramadan,0.9,1
210,2025-03-09 17:00:00,2025-03-09,2025,3,Sunday,17,0,0,evening_peak,1,Ramadan,0.9,1
211,2025-03-09 18:00:00,2025-03-09,2025,3,Sunday,18,0,0,evening_peak,1,Ramadan,0.9,1
212,2025-03-09 19:00:00,2025-03-09,2025,3,Sunday,19,0,0,evening_peak,1,Ramadan,0.9,1
213,2025-03-09 20:00:00,2025-03-09,2025,3,Sunday,20,0,0,offpeak,1,Ramadan,0.9,1
214,2025-03-09 21:00:00,2025-03-09,2025,3,Sunday,21,0,0,offpeak,1,Ramadan,0.9,1
215,2025-03-09 22:00:00,2025-03-09,2025,3,Sunday,22,0,0,offpeak,1,Ramadan,0.9,1
216,2025-03-09 23:00:00,2025-03-09,2025,3,Sunday,23,0,0,offpeak,1,Ramadan,0.9,1
217,2025-03-10 00:00:00,2025-03-10,2025,3,Monday,0,0,0,offpeak,1,Ramadan,0.9,1
218,2025-03-10 01:00:00,2025-03-10,2025,3,Monday,1,0,0,offpeak,1,Ramadan,0.9,1
219,2025-03-10 02:00:00,2025-03-10,2025,3,Monday,2,0,0,offpeak,1,Ramadan,0.9,1
220,2025-03-10 03:00:00,2025-03-10,2025,3,Monday,3,0,0,offpeak,1,Ramadan,0.9,1
221,2025-03-10 04:00:00,2025-03-10,2025,3,Monday,4,0,0,offpeak,1,Ramadan,0.9,1
222,2025-03-10 05:00:00,2025-03-10,2025,3,Monday,5,0,0,offpeak,1,Ramadan,0.9,1
223,2025-03-10 06:00:00,2025-03-10,2025,3,Monday,6,0,0,morning_peak,1,Ramadan,0.9,1
224,2025-03-10 07:00:00,2025-03-10,2025,3,Monday,7,0,0,morning_peak,1,Ramadan,0.9,1
225,2025-03-10 08:00:00,2025-03-10,2025,3,Monday,8,0,0,morning_peak,1,Ramadan,0.9,1
226,2025-03-10 09:00:00,2025-03-10,2025,3,Monday,9,0,0,midday,1,Ramadan,0.9,1
227,2025-03-10 10:00:00,2025-03-10,2025,3,Monday,10,0,0,midday,1,Ramadan,0.9,1
228,2025-03-10 11:00:00,2025-03-10,2025,3,Monday,11,0,0,midday,1,Ramadan,0.9,1
229,2025-03-10 12:00:00,2025-03-10,2025,3,Monday,12,0,0,midday,1,Ramadan,0.9,1
230,2025-03-10 13:00:00,2025-03-10,2025,3,Monday,13,0,0,midday,1,Ramadan,0.9,1
231,2025-03-10 14:00:00,2025-03-10,2025,3,Monday,14,0,0,midday,1,Ramadan,0.9,1
232,2025-03-10 15:00:00,2025-03-10,2025,3,Monday,15,0,0,midday,1,Ramadan,0.9,1
233,2025-03-10 16:00:00,2025-03-10,2025,3,Monday,16,0,0,midday,1,Ramadan,0.9,1
234,2025-03-10 17:00:00,2025-03-10,2025,3,Monday,17,0,0,evening_peak,1,Ramadan,0.9,1
235,2025-03-10 18:00:00,2025-03-10,2025,3,Monday,18,0,0,evening_peak,1,Ramadan,0.9,1
236,2025-03-10 19:00:00,2025-03-10,2025,3,Monday,19,0,0,evening_peak,1,Ramadan,0.9,1
237,2025-03-10 20:00:00,2025-03-10,2025,3,Monday,20,0,0,offpeak,1,Ramadan,0.9,1
238,2025-03-10 21:00:00,2025-03-10,2025,3,Monday,21,0,0,offpeak,1,Ramadan,0.9,1
239,2025-03-10 22:00:00,2025-03-10,2025,3,Monday,22,0,0,offpeak,1,Ramadan,0.9,1
240,2025-03-10 23:00:00,2025-03-10,2025,3,Monday,23,0,0,offpeak,1,Ramadan,0.9,1
241,2025-03-11 00:00:00,2025-03-11,2025,3,Tuesday,0,0,0,offpeak,1,Ramadan,0.9,1
242,2025-03-11 01:00:00,2025-03-11,2025,3,Tuesday,1,0,0,offpeak,1,Ramadan,0.9,1
243,2025-03-11 02:00:00,2025-03-11,2025,3,Tuesday,2,0,0,offpeak,1,Ramadan,0.9,1
244,2025-03-11 03:00:00,2025-03-11,2025,3,Tuesday,3,0,0,offpeak,1,Ramadan,0.9,1
245,2025-03-11 04:00:00,2025-03-11,2025,3,Tuesday,4,0,0,offpeak,1,Ramadan,0.9,1
